_id,date,center_name,attendance_count
49156069,2023-07-13,Paulson Community Center,8
49156070,2023-07-13,Warrington Community Center,108
49156071,2023-07-13,Magee Community Center,4
49156072,2023-07-13,West Penn Community Center,180
49156073,2023-07-12,Arlington Community Center,6
49156074,2023-07-12,Ammon Community Center,27
49156075,2023-07-12,Brookline Community Center,39
49156076,2023-07-12,Ormsby Community Center,8
49156077,2023-07-12,Paulson Community Center,8
49156078,2023-07-12,Phillips Community Center,11
49156079,2023-07-12,Warrington Community Center,122
49156080,2023-07-12,Magee Community Center,22
49156081,2023-07-12,Jefferson Community Center,32
49156082,2023-07-12,West Penn Community Center,45
49156083,2023-07-11,Ammon Community Center,49
49156084,2023-07-11,Brookline Community Center,48
49156085,2023-07-11,Ormsby Community Center,8
49156086,2023-07-11,Phillips Community Center,45
49156087,2023-07-11,Paulson Community Center,12
49156088,2023-07-11,Warrington Community Center,108
49156089,2023-07-11,Jefferson Community Center,24
49156090,2023-07-11,Magee Community Center,20
49156091,2023-07-11,West Penn Community Center,136
49156092,2023-07-10,Ammon Community Center,18
49156093,2023-07-10,Arlington Community Center,7
49156094,2023-07-10,Brookline Community Center,43
49156095,2023-07-10,Ormsby Community Center,13
49156096,2023-07-10,Paulson Community Center,9
49156097,2023-07-10,Phillips Community Center,25
49156098,2023-07-10,Warrington Community Center,102
49156099,2023-07-10,Magee Community Center,30
49156100,2023-07-10,Jefferson Community Center,27
49156101,2023-07-10,West Penn Community Center,51
49156102,2023-07-08,Ormsby Community Center,8
49156103,2023-07-08,Phillips Community Center,3
49156104,2023-07-08,Paulson Community Center,9
49156105,2023-07-07,Arlington Community Center,4
49156106,2023-07-07,Ammon Community Center,13
49156107,2023-07-07,Brookline Community Center,40
49156108,2023-07-07,Ormsby Community Center,7
49156109,2023-07-07,Paulson Community Center,6
49156110,2023-07-07,Phillips Community Center,16
49156111,2023-07-07,Warrington Community Center,44
49156112,2023-07-07,Magee Community Center,7
49156113,2023-07-07,West Penn Community Center,96
49156114,2023-07-06,Ammon Community Center,74
49156115,2023-07-06,Arlington Community Center,21
49156116,2023-07-06,Brookline Community Center,41
49156117,2023-07-06,Ormsby Community Center,7
49156118,2023-07-06,Phillips Community Center,23
49156119,2023-07-06,Warrington Community Center,54
49156120,2023-07-06,Magee Community Center,5
49156121,2023-07-06,Jefferson Community Center,17
49156122,2023-07-06,West Penn Community Center,96
49156123,2023-07-05,Arlington Community Center,15
49156124,2023-07-05,Ammon Community Center,47
49156125,2023-07-05,Brookline Community Center,35
49156126,2023-07-05,Ormsby Community Center,4
49156127,2023-07-05,Phillips Community Center,20
49156128,2023-07-05,Paulson Community Center,5
49156129,2023-07-05,Warrington Community Center,15
49156130,2023-07-05,Magee Community Center,10
49156131,2023-07-05,West Penn Community Center,32
49156132,2023-07-03,Ammon Community Center,18
49156133,2023-07-03,Brookline Community Center,49
49156134,2023-07-03,Ormsby Community Center,9
49156135,2023-07-03,Paulson Community Center,6
49156136,2023-07-03,Phillips Community Center,29
49156137,2023-07-03,Warrington Community Center,66
49156138,2023-07-03,Magee Community Center,29
49156139,2023-07-03,Jefferson Community Center,17
49156140,2023-07-03,West Penn Community Center,33
49156141,2023-07-01,Ormsby Community Center,3
49156142,2023-07-01,Phillips Community Center,3
49156143,2023-07-01,Paulson Community Center,8
49156144,2023-07-01,West Penn Community Center,19
49156145,2023-06-30,Ammon Community Center,29
49156146,2023-06-30,Arlington Community Center,11
49156147,2023-06-30,Brookline Community Center,43
49156148,2023-06-30,Ormsby Community Center,5
49156149,2023-06-30,Paulson Community Center,6
49156150,2023-06-30,Phillips Community Center,22
49156151,2023-06-30,Warrington Community Center,114
49156152,2023-06-30,Magee Community Center,7
49156153,2023-06-30,West Penn Community Center,41
49156154,2023-06-29,Arlington Community Center,15
49156155,2023-06-29,Ammon Community Center,20
49156156,2023-06-29,Brookline Community Center,40
49156157,2023-06-29,Ormsby Community Center,14
49156158,2023-06-29,Phillips Community Center,46
49156159,2023-06-29,Paulson Community Center,7
49156160,2023-06-29,Warrington Community Center,115
49156161,2023-06-29,Magee Community Center,10
49156162,2023-06-29,Jefferson Community Center,22
49156163,2023-06-29,West Penn Community Center,88
49156164,2023-06-28,Ammon Community Center,33
49156165,2023-06-28,Brookline Community Center,30
49156166,2023-06-28,Ormsby Community Center,10
49156167,2023-06-28,Paulson Community Center,8
49156168,2023-06-28,Phillips Community Center,2
49156169,2023-06-28,Warrington Community Center,103
49156170,2023-06-28,Jefferson Community Center,21
49156171,2023-06-28,Magee Community Center,10
49156172,2023-06-28,West Penn Community Center,49
49156173,2023-06-27,Ammon Community Center,20
49156174,2023-06-27,Arlington Community Center,9
49156175,2023-06-27,Brookline Community Center,50
49156176,2023-06-27,Ormsby Community Center,7
49156177,2023-06-27,Phillips Community Center,32
49156178,2023-06-27,Paulson Community Center,7
49156179,2023-06-27,Warrington Community Center,18
49156180,2023-06-27,Magee Community Center,9
49156181,2023-06-27,Jefferson Community Center,28
49156182,2023-06-27,West Penn Community Center,217
49156183,2023-06-26,Arlington Community Center,4
49156184,2023-06-26,Ammon Community Center,36
49156185,2023-06-26,Brookline Community Center,30
49156186,2023-06-26,Ormsby Community Center,10
49156187,2023-06-26,Paulson Community Center,8
49156188,2023-06-26,Phillips Community Center,17
49156189,2023-06-26,Warrington Community Center,111
49156190,2023-06-26,Jefferson Community Center,28
49156191,2023-06-26,Magee Community Center,16
49156192,2023-06-26,West Penn Community Center,28
49156193,2023-06-24,Ammon Community Center,2
49156194,2023-06-24,Ormsby Community Center,11
49156195,2023-06-24,Phillips Community Center,7
49156196,2023-06-24,Paulson Community Center,11
49156197,2023-06-24,West Penn Community Center,9
49156198,2023-06-23,Ammon Community Center,26
49156199,2023-06-23,Arlington Community Center,9
49156200,2023-06-23,Brookline Community Center,47
49156201,2023-06-23,Ormsby Community Center,5
49156202,2023-06-23,Paulson Community Center,7
49156203,2023-06-23,Phillips Community Center,37
49156204,2023-06-23,Warrington Community Center,12
49156205,2023-06-23,Magee Community Center,18
49156206,2023-06-23,Jefferson Community Center,32
49156207,2023-06-23,West Penn Community Center,46
49156208,2023-06-22,Arlington Community Center,3
49156209,2023-06-22,Ammon Community Center,25
49156210,2023-06-22,Brookline Community Center,48
49156211,2023-06-22,Ormsby Community Center,10
49156212,2023-06-22,Phillips Community Center,42
49156213,2023-06-22,Paulson Community Center,1
49156214,2023-06-22,Warrington Community Center,7
49156215,2023-06-22,Magee Community Center,14
49156216,2023-06-22,West Penn Community Center,132
49156217,2023-06-21,Ammon Community Center,99
49156218,2023-06-21,Arlington Community Center,2
49156219,2023-06-21,Brookline Community Center,36
49156220,2023-06-21,Ormsby Community Center,3
49156221,2023-06-21,Paulson Community Center,20
49156222,2023-06-21,Phillips Community Center,33
49156223,2023-06-21,Warrington Community Center,15
49156224,2023-06-21,Magee Community Center,11
49156225,2023-06-21,Jefferson Community Center,36
49156226,2023-06-21,West Penn Community Center,35
49156227,2023-06-20,Ammon Community Center,45
49156228,2023-06-20,Brookline Community Center,59
49156229,2023-06-20,Ormsby Community Center,15
49156230,2023-06-20,Phillips Community Center,86
49156231,2023-06-20,Paulson Community Center,40
49156232,2023-06-20,Warrington Community Center,12
49156233,2023-06-20,Magee Community Center,19
49156234,2023-06-20,West Penn Community Center,97
49156235,2023-06-19,Magee Community Center,3
49156236,2023-06-18,Ammon Community Center,20
49156237,2023-06-17,Ammon Community Center,31
49156238,2023-06-17,Ormsby Community Center,4
49156239,2023-06-17,Phillips Community Center,1
49156240,2023-06-17,West Penn Community Center,44
49156241,2023-06-16,Ammon Community Center,25
49156242,2023-06-16,Brookline Community Center,26
49156243,2023-06-16,Ormsby Community Center,11
49156244,2023-06-16,Phillips Community Center,15
49156245,2023-06-16,Paulson Community Center,13
49156246,2023-06-16,Warrington Community Center,22
49156247,2023-06-16,Magee Community Center,10
49156248,2023-06-16,West Penn Community Center,22
49156249,2023-06-15,Ammon Community Center,49
49156250,2023-06-15,Arlington Community Center,10
49156251,2023-06-15,Brookline Community Center,34
49156252,2023-06-15,Ormsby Community Center,4
49156253,2023-06-15,Paulson Community Center,9
49156254,2023-06-15,Phillips Community Center,31
49156255,2023-06-15,Warrington Community Center,35
49156256,2023-06-15,Magee Community Center,25
49156257,2023-06-15,West Penn Community Center,118
49156258,2023-06-14,Arlington Community Center,15
49156259,2023-06-14,Ammon Community Center,103
49156260,2023-06-14,Brookline Community Center,23
49156261,2023-06-14,Ormsby Community Center,19
49156262,2023-06-14,Phillips Community Center,25
49156263,2023-06-14,Paulson Community Center,16
49156264,2023-06-14,Warrington Community Center,48
49156265,2023-06-14,West Penn Community Center,36
49156266,2023-06-13,Ammon Community Center,22
49156267,2023-06-13,Arlington Community Center,8
49156268,2023-06-13,Brookline Community Center,31
49156269,2023-06-13,Ormsby Community Center,5
49156270,2023-06-13,Paulson Community Center,15
49156271,2023-06-13,Phillips Community Center,47
49156272,2023-06-13,Warrington Community Center,35
49156273,2023-06-13,Magee Community Center,1
49156274,2023-06-13,West Penn Community Center,140
49156275,2023-06-12,Arlington Community Center,8
49156276,2023-06-12,Ammon Community Center,11
49156277,2023-06-12,Brookline Community Center,37
49156278,2023-06-12,Ormsby Community Center,9
49156279,2023-06-12,Phillips Community Center,38
49156280,2023-06-12,Paulson Community Center,17
49156281,2023-06-12,Warrington Community Center,41
49156282,2023-06-12,Magee Community Center,18
49156283,2023-06-12,West Penn Community Center,50
49156284,2023-06-11,West Penn Community Center,67
49156285,2023-06-10,Ammon Community Center,6
49156286,2023-06-10,Ormsby Community Center,2
49156287,2023-06-10,Paulson Community Center,9
49156288,2023-06-10,Phillips Community Center,23
49156289,2023-06-10,Warrington Community Center,1
49156290,2023-06-10,West Penn Community Center,20
49156291,2023-06-09,Ammon Community Center,25
49156292,2023-06-09,Arlington Community Center,5
49156293,2023-06-09,Brookline Community Center,27
49156294,2023-06-09,Ormsby Community Center,9
49156295,2023-06-09,Phillips Community Center,12
49156296,2023-06-09,Paulson Community Center,14
49156297,2023-06-09,Warrington Community Center,48
49156298,2023-06-09,Magee Community Center,12
49156299,2023-06-09,West Penn Community Center,26
49156300,2023-06-08,Arlington Community Center,10
49156301,2023-06-08,Ammon Community Center,122
49156302,2023-06-08,Brookline Community Center,31
49156303,2023-06-08,Ormsby Community Center,17
49156304,2023-06-08,Paulson Community Center,24
49156305,2023-06-08,Phillips Community Center,30
49156306,2023-06-08,Warrington Community Center,41
49156307,2023-06-08,Magee Community Center,4
49156308,2023-06-08,West Penn Community Center,115
49156309,2023-06-07,Ammon Community Center,208
49156310,2023-06-07,Arlington Community Center,3
49156311,2023-06-07,Brookline Community Center,26
49156312,2023-06-07,Ormsby Community Center,11
49156313,2023-06-07,Phillips Community Center,3
49156314,2023-06-07,Paulson Community Center,12
49156315,2023-06-07,Warrington Community Center,42
49156316,2023-06-07,Magee Community Center,22
49156317,2023-06-07,West Penn Community Center,29
49156318,2023-06-06,Arlington Community Center,12
49156319,2023-06-06,Ammon Community Center,34
49156320,2023-06-06,Brookline Community Center,26
49156321,2023-06-06,Ormsby Community Center,13
49156322,2023-06-06,Paulson Community Center,18
49156323,2023-06-06,Phillips Community Center,56
49156324,2023-06-06,Warrington Community Center,56
49156325,2023-06-06,Magee Community Center,28
49156326,2023-06-06,West Penn Community Center,132
49156327,2023-06-05,Ammon Community Center,8
49156328,2023-06-05,Arlington Community Center,4
49156329,2023-06-05,Brookline Community Center,29
49156330,2023-06-05,Ormsby Community Center,10
49156331,2023-06-05,Phillips Community Center,19
49156332,2023-06-05,Paulson Community Center,25
49156333,2023-06-05,Warrington Community Center,30
49156334,2023-06-05,Magee Community Center,44
49156335,2023-06-05,West Penn Community Center,24
49156336,2023-06-03,Ormsby Community Center,3
49156337,2023-06-03,Paulson Community Center,15
49156338,2023-06-03,Phillips Community Center,13
49156339,2023-06-03,West Penn Community Center,23
49156340,2023-06-02,Ammon Community Center,16
49156341,2023-06-02,Brookline Community Center,29
49156342,2023-06-02,Ormsby Community Center,10
49156343,2023-06-02,Phillips Community Center,49
49156344,2023-06-02,Paulson Community Center,12
49156345,2023-06-02,Warrington Community Center,26
49156346,2023-06-02,Magee Community Center,8
49156347,2023-06-02,West Penn Community Center,92
